sentence,entities,positive_negative
"Trump says he withdrew our forces from Syria for our own national security, yet his own Defense Intelligence Agency says ISIS exploited that decision, gaining ground and threatening our national security. https://t.co/PQkRp03bWK",trump,-1
"No one should be surprised that #CIA Director Gina Haspel enthusiastically cheered on Donald Trump’s partisan speech. Long before Trump promised to “bring back waterboarding, and a hell of a lot worse,” #Haspel was in charge of a secret black site where detainees were tortured. https://t.co/dkz4ukiZup",trump,-1
"It’s been my sworn duty as a U.S. Senator to sit as an impartial juror in the impeachment trial of Donald J. Trump. After listening closely to both sides, it's now my duty to vote on whether to remove him from office. Tune in for my decision: https://t.co/W1cDh2NQWm",trump,-1
"Today, every Senator will take one of the most serious and somber votes of their career: deciding whether or not Donald J. Trump is guilty of the articles of impeachment leveled against him and whether to remove him from office.  Watch the Senate floor at 11:50 for my decision.",trump,-1
"No matter what Trump does to distract from his failed presidency &amp; his efforts to endanger our national security for political gain, I’ll remain focused on lowering health care costs, keeping our troops safe, securing environmental justice &amp; investing in our infrastructure.",trump,-1
"Just as I did three years ago, and as Trump weighs expanding his travel ban, I will keep pushing to end these harmful and hateful policies. https://t.co/kInCpCqiiS",trump,-1
"Trump has not stopped wrongfully characterizing entire countries, faiths, and peoples in dogged pursuit of his un-American, xenophobic and hateful policies.",trump,-1
Fair trials have witnesses &amp; any acquittal in a sham trial is meaningless. I'm deeply disappointed that many Republican senators cared more about protecting Trump than protecting our Constitution&amp;the rule of law. Read my full statement on tonight's vote: https://t.co/ePauyMfjjM,trump,-1
WATCH: I asked the House Managers yesterday if there is any documentary evidence of President Trump gathering information to justify withholding aid to Ukraine.  @RepJasonCrow responded with “we have no evidence” Trump engaged in legitimate process for withholding foreign aid. https://t.co/UEg0OkZKdN,trump,-1
"For 47 yrs, #RoevWade has enshrined the safety, dignity &amp; economic security of women while respecting their right to control their bodies. Trump &amp; his allies are determined to roll back women’s constitutional right to make private reproductive health decisions—we can't let them.",trump,-1
#MidnightMitch has already admitted he’s working hand-in-hand with Trump on the #impeachment trial &amp; violating his oath to be impartial—but his proposed rules for the trial (holding the trial at 1am??) are yet more evidence that he’s helping the White House perpetrate a cover-up. https://t.co/L2TzAeUuuB,trump,-1
"With his strike on Soleimani, Trump villainized the US and victimized Iran, isolating us from our longtime partner in Iraq and amping up Iran’s influence in a country everyone knows is vital to our security interests throughout the Middle East. My op-ed for @ChicagoTribune: https://t.co/jLvHEwkmW6",trump,-1
Our Constitution requires President Trump take care that the laws be faithfully executed.   That is why I'm asking @EsperDoD a simple question: why does @DeptofDefense believe the January 3rd military operation Trump ordered was legal? https://t.co/oI4yS5o63k,trump,-1
"Just over a week after Trump decided to launch the strike that killed Soleimani, one thing is clear: Americans are less safe today than they were eight days ago.",trump,-1
"Moving forward, we need to focus on how we achieve our security goals—&amp;recognize those goals do not include trading missiles w/Iran. Trump needs to a) come up w/a realistic strategic plan for the region and b) bring it to Congress for approval so we can do our Constitutional duty",trump,-1
"Going on #AMR to discuss the Soleimani strike &amp; current situation w/Iraq &amp; Iran. No President has the authority to draw us into another war without Congressional approval. Trump owes it to our troops, Constitution &amp; all Americans to let Congress perform its duties. Tune in.",trump,-1
"RT @RepDonBeyer: Rudy Giuliani's claims are pathetic and deranged, and since he just claimed that Trump could have won Virginia, I'll point…",trump,-1
One of Trump's closest allies in Congress says Trump should 'pardon himself.' Would love to know which particular crimes Rep. Gaetz believes Trump has committed that necessitate a pardon. https://t.co/b2kWWZF98t,trump,-1
"It doesn’t sound innocuous. According to their previous statement the meeting with Trump covered discussions of federal aid for their state, and now they confirm it also included his insinuations that they should overturn the vote to help him get re-elected. A familiar pattern. https://t.co/xJujsRWx9t",trump,-1
"I hope and expect that President-elect Biden will be able to heal much of the damage Trump has done. In the meantime, I'm working to build support in Congress for diplomatic reengagement, including rejoining the Open Skies Treaty: https://t.co/4XumkqaYCp https://t.co/NE7PcgIkvt",trump,-1
"Trump’s withdrawal from the Treaty on Open Skies is another example of his failed go-it-alone foreign policy.   The Trump doctrine of alienating our friends, withdrawing from agreements like the Iran Deal and the Paris Accords, and weakening our alliances makes America less safe.",trump,-1
"RT @JohnJHarwood: “ ‘If Biden wins,’ Trump told a cheering crowd near Reading, PA on Halloween, ‘you’re going to have a stock market collap…",trump,-1
"RT @marceelias: It drives @realDonaldTrump crazy when I post these, so please don't upset him by sharing this:  Trump and his allies are 2-…",trump,-1
"RT @kylegriffin1: Trump is at his golf course again, according to the pool report.  Meanwhile, NBC News reports that the U.S. just hit 12 m…",trump,-1
"RT @mkraju: Sen. Lamar Alexander, chairman of Senate HELP Committee, calls on Trump to allow transition process to begin, especially on vac…",trump,-1
"Rudy Giuliani's claims are pathetic and deranged, and since he just claimed that Trump could have won Virginia, I'll point out that Donald Trump lost here by 10 points, over 450,000 votes. Giuliani is a sad joke.",trump,-1
"RT @BillPascrell: Here is the trump campaign asking a judge to declare him the winner in Pennsylvania by fiat after losing it by least 75,0…",trump,-1
"Trump, lying: 'widespread fraud... in Pennsylvania'  Trump campaign, in legal filing: 'Petitioners do not allege, and there is no evidence of, any fraud in connection with the challenged ballots.' https://t.co/j1WckavIXs",trump,-1
"Trump now entering his third week of a lying temper tantrum, not even pretending to govern or address the pandemic. Can’t imagine why the American people didn’t want four more years of this",trump,-1
"RT @bradheath: The PA Supreme Court has rejected the Trump campaign's challenge to poll-watching in Philadelphia. Among other things, it sa…",trump,-1
"A scheme to lie about Trump's loss, cooked up years ago by Trump's criminal associates... https://t.co/eDXW9aQwPI  To raise money that actually goes to Trump 2020 and RNC debts... https://t.co/g0iV0S853U  ...And into Rudy Giuliani's pockets. Quite the grift, even for Trump-world. https://t.co/CwihV4zVDs",trump,-1
"If he's truly 'worried about election integrity,' why is Graham doing this in secret? And why only in states Trump lost? This is extremely suspicious, to say the least. https://t.co/rcylzkv6cM",trump,-1
Trump and the fossil fuel lobbyists he put in charge of 'protecting' our public lands and environment are trying to sell the country out for every last polluter dollar they can get before they leave office. This is appalling. https://t.co/rvI8nGTgd7,trump,-1
